Audio_Id,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_Signature,Album_Name,Album_Type,Album_Total_Tracks,Album_Popularity,Year,Month,Day,Track_Name,Track_Popularity,Duration,Track_Number,Disc Number,Artist_Name,Artist_Followers,Artist_Popularity
3803,0.87,0.699,5.0,-5.541,0.0,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,4.0,Walking On A Dream,album,10,50,2009,2,23,Walking On A Dream,51,198440,2,1,Empire Of The Sun,1663823,78
3804,0.735,0.478,2.0,-12.472,1.0,0.0293,0.189,2.48e-06,0.355,0.947,107.682,4.0,LAST CHRISTMAS,single,3,87,1984,11,29,Last Christmas,92,262960,1,1,Wham!,2882809,82
3805,0.623,0.427,6.0,-14.58,1.0,0.05,0.443,0.0,0.1,0.899,99.167,4.0,70s 100 Hits,compilation,100,58,2010,3,1,Seasons in the Sun,44,205586,21,1,Terry Jacks,40785,50
3806,0.457,0.683,6.0,-8.111,1.0,0.0349,0.0942,0.166,0.139,0.25,168.818,4.0,Spiceworld (25th Anniversary),album,25,41,2022,11,4,Viva Forever,24,310666,9,1,Spice Girls,3887968,70
3809,0.367,0.881,7.0,-4.752,1.0,0.127,0.00313,0.0,0.185,0.514,164.028,4.0,New Perspective,single,1,48,2009,7,28,New Perspective,53,226786,1,1,Panic! At The Disco,12448611,78
3810,0.551,0.711,7.0,-3.129,1.0,0.0525,0.0293,0.0,0.195,0.513,81.965,4.0,How To Be Lonely,single,1,17,2020,3,13,How To Be Lonely,22,175213,1,1,Rita Ora,8413422,73
3811,0.826,0.593,6.0,-6.401,0.0,0.0976,0.688,0.000161,0.17,0.541,98.083,4.0,Dance Monkey,single,1,53,2019,5,10,Dance Monkey,59,209754,1,1,Tones And I,2958188,70
3813,0.546,0.898,8.0,-3.938,1.0,0.232,0.00158,6.43e-06,0.229,0.466,130.002,4.0,Memories (feat. Kid Cudi),single,3,55,2010,2,12,Memories (feat. Kid Cudi),60,210840,1,1,David Guetta,26562901,90
3814,0.696,0.793,8.0,-5.733,1.0,0.097,0.0683,3.78e-06,0.18,0.698,120.003,4.0,10:35,single,1,66,2022,11,3,10:35,71,172252,1,1,Tiësto,7617507,84
3816,0.329,0.235,10.0,-7.699,1.0,0.0303,0.918,0.0,0.137,0.22,171.006,3.0,Only Human (Deluxe),album,14,77,2018,3,9,You Are The Reason,76,204326,4,1,Calum Scott,5784793,77
3817,0.709,0.806,9.0,-5.639,0.0,0.157,0.0117,8.76e-06,0.493,0.748,127.013,4.0,Flashing Lights,album,12,38,2013,1,1,We Run The Night,39,228188,2,1,Havana Brown,177773,45
3818,0.428,0.276,4.0,-11.729,1.0,0.0312,0.732,5.33e-06,0.117,0.0382,99.195,1.0,Let's Talk About Love,album,16,70,1997,11,14,"My Heart Will Go On - Love Theme from ""Titanic""",72,280000,12,1,Céline Dion,9187012,80
3819,0.631,0.749,7.0,-8.15,1.0,0.0576,0.205,5.21e-06,0.0667,0.437,89.646,4.0,River Of Dreams,album,10,58,1993,8,10,The River of Dreams,62,247626,8,1,Billy Joel,6498122,79
3820,0.726,0.698,5.0,-4.165,1.0,0.0431,0.049,0.0,0.309,0.867,143.994,4.0,Unorthodox Jukebox,album,10,48,2012,12,10,Locked out of Heaven,40,233478,2,1,Bruno Mars,64119523,96
3821,0.79,0.68,7.0,-7.807,1.0,0.153,0.0313,0.0,0.194,0.813,100.442,4.0,Thankful,album,14,51,2000,4,25,Shackles (Praise You),52,196240,4,1,Mary Mary,655482,55
3822,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,Calm Down (with Selena Gomez),single,1,72,2022,8,25,Calm Down (with Selena Gomez),78,239317,1,1,Rema,5995432,78
3823,0.486,0.792,2.0,-6.676,1.0,0.0831,0.463,2.15e-06,0.111,0.752,149.377,4.0,The Cat Empire,album,13,6,2003,10,24,One Four Five,0,204773,6,1,The Cat Empire,378132,54
3824,0.419,0.354,2.0,-16.101,1.0,0.0322,0.57,0.00136,0.098,0.81,122.397,4.0,The Very Best Of,compilation,15,41,2007,2,6,Most People I Know,45,257026,5,1,Billy Thorpe & The Aztecs,62617,34
3825,0.632,0.92,2.0,-4.976,1.0,0.0531,0.119,0.508,0.114,0.363,127.001,4.0,Surrender,album,11,60,1999,1,1,Hey Boy Hey Girl,62,290493,9,1,The Chemical Brothers,2131530,62
3826,0.428,0.559,1.0,-6.374,0.0,0.067,0.395,3.56e-05,0.136,0.607,86.459,4.0,Freedom,single,1,60,2015,7,2,Freedom,66,162466,1,1,Pharrell Williams,4947169,82
3827,0.76,0.479,2.0,-5.574,1.0,0.0466,0.556,0.0,0.0703,0.913,89.911,4.0,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),compilation,13,79,2018,12,14,Sunflower - Spider-Man: Into the Spider-Verse,79,158040,2,1,Post Malone,46042840,90
3828,0.661,0.744,9.0,-4.928,1.0,0.0505,0.0374,0.0016,0.0667,0.37,100.139,4.0,Into The Flame,single,4,50,2011,1,1,Brother,55,254213,1,1,Matt Corby,495472,56
3829,0.704,0.675,0.0,-6.795,1.0,0.0485,0.0343,0.0,0.0631,0.681,102.999,4.0,Cry Forever,album,13,46,2021,4,30,Everybody Rise,39,190573,2,1,Amy Shark,420753,55
3831,0.954,0.516,6.0,-5.817,1.0,0.16,0.03,7.54e-06,0.0504,0.624,105.001,4.0,Players,single,1,62,2022,11,30,Players,67,139560,1,1,Coi Leray,851769,71
3832,0.355,0.922,8.0,-2.786,0.0,0.032,0.0567,0.000398,0.059,0.62,177.513,3.0,Greatest Hits,compilation,16,67,2003,11,18,Breaking the Girl,40,294600,10,1,Red Hot Chili Peppers,21762173,84
3833,0.559,0.447,10.0,-13.185,1.0,0.0303,0.708,2.35e-05,0.479,0.666,97.034,4.0,Richard Harris & Scott English Greatest Hits,compilation,23,29,2011,9,19,Brandy - Rerecorded 1972,28,178510,12,1,Scott English,366,16
3834,0.661,0.819,11.0,-6.269,0.0,0.0519,0.167,0.0,0.0647,0.724,135.937,4.0,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),single,1,58,2021,4,7,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),63,277591,1,1,Taylor Swift,128251709,100
3835,0.736,0.795,1.0,-3.299,0.0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,4.0,Slide (feat. Frank Ocean & Migos),single,1,61,2017,2,24,Slide (feat. Frank Ocean & Migos),66,230813,1,1,Calvin Harris,22977270,86
3837,0.745,0.695,2.0,-5.076,1.0,0.0271,0.00593,0.0,0.0615,0.519,102.014,4.0,Paris (U.S. Standard Version),album,11,54,2006,8,14,Stars Are Blind,57,236600,3,1,Paris Hilton,799569,55
3838,0.78,0.321,1.0,-10.747,0.0,0.371,0.559,0.0,0.0881,0.316,139.961,4.0,"thank u, next",album,12,57,2018,2,7,7 rings,48,178626,10,1,Ariana Grande,101946942,95
3839,0.713,0.761,5.0,-4.934,0.0,0.0335,0.578,3.82e-05,0.0641,0.899,105.999,4.0,The Very Best Of Billie Piper,compilation,15,26,2005,1,1,Day & Night,28,197813,8,1,Billie Piper,127825,34
3841,0.726,0.449,0.0,-9.206,1.0,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,4.0,She's So Unusual,album,10,78,1983,10,14,Time After Time,78,241333,4,1,Cyndi Lauper,2931841,73
3842,0.799,0.586,11.0,-6.735,1.0,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4.0,New Eyes,album,13,55,2014,5,27,Rather Be (feat. Jess Glynne),60,227833,4,1,Clean Bandit,5659704,77
3843,0.798,0.292,0.0,-17.112,1.0,0.0777,0.152,0.00101,0.185,0.812,98.653,4.0,After Eight,album,11,52,1982,1,1,Puttin' on the Ritz,58,281160,3,1,Taco,29635,46
3844,0.287,0.9,1.0,-5.852,1.0,0.0932,0.00379,1.48e-05,0.0876,0.132,127.997,4.0,Neutron Star Collision [Love Is Forever],single,1,46,2010,5,17,Neutron Star Collision (Love Is Forever) - Soundtrack Version,51,230256,1,1,Muse,8057472,77
3846,0.597,0.768,0.0,-5.721,1.0,0.0437,0.21,0.0,0.112,0.652,100.421,4.0,Eye To The Telescope,album,12,44,2005,1,1,Suddenly I See,49,201706,9,1,KT Tunstall,439658,63
3847,0.678,0.766,7.0,-6.684,1.0,0.127,0.0607,2.49e-05,0.231,0.648,160.961,4.0,Footprints,album,14,47,2002,1,1,Down Boy - Radio Edit,25,205933,3,1,Holly Valance,124202,39
3848,0.675,0.792,1.0,-6.303,1.0,0.0368,0.145,0.0,0.12,0.395,120.016,4.0,Overexposed (Deluxe),album,15,56,2012,1,1,Love Somebody,55,229813,6,1,Maroon 5,43507581,87
3849,0.571,0.749,6.0,-8.326,1.0,0.0409,0.0391,5.18e-05,0.193,0.897,168.741,4.0,Touch (Reissue - Deluxe Edition),album,16,57,1983,11,14,Right By Your Side - Remastered Version,31,244946,3,1,Eurythmics,2141494,71
3850,0.844,0.609,10.0,-10.675,1.0,0.217,0.0074,0.0,0.563,0.725,91.116,4.0,Greatest Hits,compilation,18,48,2001,1,1,People Everyday - Metamorphosis Mix,52,296333,1,1,Arrested Development,305660,51
3853,0.555,0.662,11.0,-4.952,0.0,0.0827,0.125,0.0,0.111,0.356,148.128,4.0,Illuminate (Deluxe),album,16,81,2017,4,20,Mercy,78,208733,3,1,Shawn Mendes,43930725,85
3854,0.46,0.744,7.0,-5.348,1.0,0.0566,0.00018,0.000312,0.693,0.492,122.567,4.0,In A Million Years,album,11,41,2012,1,1,Zoom,42,237666,1,1,Last Dinosaurs,206120,54
3855,0.664,0.799,7.0,-5.121,0.0,0.0368,0.0932,0.000108,0.105,0.35,94.991,4.0,Our Version Of Events (Special Edition),album,19,61,2012,1,1,Next To Me,54,196746,10,1,Emeli Sandé,2172870,63
3856,0.441,0.684,9.0,-7.495,0.0,0.031,0.374,0.000848,0.108,0.971,199.001,4.0,The Coral,album,11,53,2002,2,26,Dreaming of You,59,141000,4,1,The Coral,268961,50
3857,0.64,0.427,5.0,-9.29,0.0,0.0241,0.0664,0.0,0.0579,0.529,149.703,3.0,Cooleyhighharmony (Bonus Tracks Version),album,17,65,1991,4,30,End Of The Road,69,351466,17,1,Boyz II Men,3282363,71
3859,0.551,0.59,0.0,-7.309,0.0,0.209,0.225,0.0,0.102,0.674,180.101,4.0,Stargazing - EP,single,5,60,2017,9,21,First Time,39,194333,3,1,Kygo,8514307,82
3860,0.433,0.943,0.0,-4.467,0.0,0.0434,1.4e-05,0.144,0.138,0.398,131.643,4.0,Absolute Garbage,album,18,39,2012,7,23,Special,25,226493,9,1,Garbage,1251186,60
3863,0.678,0.855,5.0,-3.628,0.0,0.0298,0.00248,0.0,0.305,0.705,107.975,4.0,The Secret Life Of...,album,12,51,2005,10,18,When It All Falls Apart,42,192560,3,1,The Veronicas,967660,57
3864,0.715,0.931,7.0,-3.793,1.0,0.0565,0.171,0.0,0.0757,0.742,120.025,4.0,Native,album,19,66,2014,1,1,Love Runs Out,61,224853,2,1,OneRepublic,17736045,84
3865,0.42,0.672,6.0,-7.902,1.0,0.027,0.0067,0.0,0.108,0.476,168.019,4.0,Yourself or Someone Like You,album,12,71,1996,10,1,Push,70,238666,4,1,Matchbox Twenty,2572897,68
3866,0.305,0.0307,6.0,-15.627,1.0,0.0409,0.971,0.336,0.0985,0.282,75.427,4.0,Nobody but Me (Deluxe),album,13,58,2016,10,21,God Only Knows,35,255400,13,1,Michael Bublé,6530963,88
3867,0.72,0.521,7.0,-12.468,1.0,0.0302,0.705,0.36,0.214,0.823,106.055,4.0,Wonderful Life,album,15,59,1987,1,1,Wonderful Life,64,287933,1,1,Black,64572,52
3869,0.66,0.316,3.0,-11.567,0.0,0.0364,0.529,0.000294,0.104,0.543,91.207,4.0,x (Deluxe Edition),album,16,83,2014,6,21,Bloodstream,60,300253,7,1,Ed Sheeran,117871001,90
3870,0.703,0.706,8.0,-10.637,1.0,0.0302,0.233,0.00109,0.585,0.766,131.067,4.0,A Night To Remember,album,12,53,1989,5,9,I Drove All Night,58,251506,2,1,Cyndi Lauper,2931841,73
3872,0.429,0.757,1.0,-2.912,1.0,0.0306,0.14,0.0,0.144,0.538,82.517,4.0,Jason Derulo (International),album,10,70,2010,2,26,What If,49,203240,5,1,Jason Derulo,12311496,79
3873,0.801,0.693,1.0,-10.239,1.0,0.073,0.0504,0.0,0.168,0.742,113.137,4.0,Born Into The 90's,album,11,43,1992,1,13,She's Got That Vibe,38,274133,2,1,R. Kelly,2438335,69
3874,0.73,0.718,8.0,-3.496,1.0,0.0478,0.0284,0.0,0.0892,0.127,135.045,4.0,EVOLution,album,10,67,2016,10,14,Thumbs,71,216466,3,1,Sabrina Carpenter,16421732,94
3875,0.506,0.554,10.0,-6.743,0.0,0.0339,0.339,0.000355,0.112,0.375,124.724,4.0,Angel Dust,album,14,53,1992,6,8,Easy,51,186960,14,1,Faith No More,1869786,62
3876,0.743,0.736,2.0,-4.849,1.0,0.0628,0.0652,0.0078,0.12,0.605,119.981,4.0,Layers,album,12,72,2016,11,4,Don't You Know - Radio Edit,56,184986,3,1,Kungs,963468,70
3877,0.781,0.672,0.0,-5.913,1.0,0.0337,0.151,0.0155,0.165,0.961,123.982,4.0,Dreams,single,1,42,2021,4,16,Dreams,48,198629,1,1,Jolyon Petch,30043,46
3878,0.562,0.493,10.0,-6.159,1.0,0.028,0.33,0.0,0.0928,0.251,79.062,4.0,10 Years Of Hits,album,16,45,2004,1,1,If Tomorrow Never Comes,39,214320,5,1,Ronan Keating,1122960,64
3880,0.53,0.512,8.0,-7.094,1.0,0.133,0.0162,7.04e-05,0.128,0.401,196.121,4.0,Fifth Harmony,album,11,53,2017,10,29,Down (feat. Gucci Mane),49,165200,1,1,Fifth Harmony,16233470,70
3881,0.673,0.842,1.0,-4.666,1.0,0.039,0.0248,0.0,0.294,0.509,121.986,4.0,Me 4 U,album,14,74,2015,10,16,Hula Hoop,55,205474,5,1,OMI,649360,68
3882,0.583,0.584,5.0,-5.362,0.0,0.0314,0.254,0.0,0.123,0.136,140.039,4.0,Breakaway,album,12,70,2004,1,17,Because of You,64,219493,4,1,Kelly Clarkson,10662647,83
3883,0.425,0.554,6.0,-4.145,1.0,0.0298,0.134,8.56e-05,0.0963,0.288,83.917,4.0,Taking The Long Way,album,14,57,2006,5,23,Not Ready to Make Nice,60,237296,3,1,The Chicks,1470067,66
3884,0.612,0.6,9.0,-10.945,1.0,0.0327,0.15,3.04e-06,0.222,0.471,111.203,4.0,St. Elmo's Fire - Music From The Original Motion Picture Soundtrack,compilation,10,55,1985,1,1,St. Elmos Fire (Man in Motion),59,251800,1,1,John Parr,106035,52
3885,0.56,0.951,9.0,-1.943,1.0,0.0373,0.00565,0.339,0.266,0.905,124.744,4.0,Boom Crash Opera,album,17,29,1987,10,18,Great Wall,30,231040,7,1,Boom Crash Opera,69034,43
3887,0.777,0.94,8.0,-5.315,0.0,0.0407,0.0736,0.0,0.135,0.749,113.015,4.0,Backstreet Boys,album,13,66,1996,5,6,Get Down (You're the One for Me) - LP Edit No Rap,55,230386,3,1,Backstreet Boys,6052980,77
3888,0.429,0.661,11.0,-7.227,1.0,0.0281,0.00239,0.000121,0.234,0.285,173.372,4.0,Parachutes,album,10,87,2000,7,10,Yellow,88,266773,5,1,Coldplay,55363356,91
3889,0.836,0.926,2.0,-3.728,1.0,0.0495,0.000389,0.32,0.203,0.148,127.977,4.0,Threnody,single,3,48,2016,12,26,Threnody (Bombs Away Remix),54,247309,2,1,Naeleck,95737,72
3890,0.674,0.814,5.0,-7.032,1.0,0.0408,0.0171,4.02e-05,0.142,0.803,120.937,4.0,Tight Fit,album,10,36,1982,8,30,The Lion Sleeps Tonight,40,188946,1,1,Tight Fit,16212,36
3891,0.719,0.631,6.0,-7.411,1.0,0.0451,0.0235,0.702,0.0686,0.456,80.127,4.0,Crazysexycool,album,16,70,1994,11,15,Diggin' On You,51,254560,4,1,TLC,4195526,71
3892,0.51,0.818,5.0,-5.626,1.0,0.0415,0.000722,0.000659,0.151,0.395,156.05,4.0,The Long Road,album,11,67,2003,9,23,Feelin' Way Too Damn Good,50,256453,5,1,Nickelback,7236720,80
3893,0.755,0.31,9.0,-8.282,0.0,0.0327,0.689,0.0445,0.107,0.477,113.289,4.0,Wayward Angel,album,14,34,2004,1,1,Pony,36,282600,1,1,Kasey Chambers,104258,46
3894,0.613,0.739,10.0,-6.478,1.0,0.0311,0.526,0.0,0.149,0.712,104.966,4.0,7 Minutes,single,1,45,2019,1,18,7 Minutes,51,211453,1,1,Dean Lewis,3436667,77
3895,0.703,0.8,0.0,-11.645,0.0,0.054,0.145,0.000212,0.0683,0.466,139.968,4.0,Aquarium (Special Edition),album,17,70,1997,1,1,Doctor Jones,61,203440,5,1,Aqua,675004,67
3896,0.816,0.5,1.0,-4.551,1.0,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4.0,8701,album,15,70,2001,8,7,U Got It Bad,69,247840,5,1,USHER,12537518,83
3897,0.697,0.683,1.0,-2.881,0.0,0.117,0.0372,0.0,0.137,0.603,96.133,4.0,2002,single,1,51,2018,4,19,2002,57,186986,1,1,Anne-Marie,12175655,79
3898,0.525,0.121,0.0,-19.451,1.0,0.029,0.859,5.98e-06,0.191,0.631,107.408,4.0,The Folk Hits Collection,compilation,19,30,2007,1,1,Michael (Row The Boat Ashore),31,165559,5,1,The Highwaymen,5788,16
3899,0.466,0.98,4.0,-2.94,1.0,0.313,0.0147,0.0,0.275,0.542,185.438,4.0,Hot Action Cop,album,12,47,2003,3,4,Fever for the Flava,50,249133,4,1,Hot Action Cop,38194,39
3900,0.553,0.839,0.0,-5.844,0.0,0.116,0.153,6e-05,0.13,0.673,121.819,4.0,The Best Of,compilation,16,48,1998,1,1,Don't Leave Me This Way,53,217733,1,1,Thelma Houston,124809,47
3901,0.609,0.923,9.0,-3.908,1.0,0.0338,0.16,4.73e-06,0.295,0.961,115.996,4.0,Supernatural (Remastered),album,14,70,1999,6,15,Smooth (feat. Rob Thomas),66,294986,5,1,Santana,3531377,71
3902,0.594,0.784,7.0,-4.885,1.0,0.0787,0.0892,0.00185,0.0757,0.298,159.881,4.0,Love Monster,album,14,53,2018,7,13,Mess Her Up,44,208240,11,1,Amy Shark,420753,55
3903,0.528,0.863,6.0,-5.772,0.0,0.0368,0.0616,7.48e-06,0.355,0.575,95.468,4.0,Exile on Mainstream,compilation,17,56,2007,10,2,Bent - 2007 Remaster,24,257399,12,1,Matchbox Twenty,2572897,68
3904,0.568,0.936,6.0,-2.961,0.0,0.053,0.00497,0.0138,0.12,0.605,91.009,4.0,"Never Give Up (From ""Lion"" Soundtrack)",single,1,56,2016,11,18,Never Give Up,62,221986,1,1,Sia,29067865,88
3905,0.46,0.451,2.0,-6.8,1.0,0.0252,0.497,4.91e-06,0.155,0.144,77.928,4.0,Birdy,album,11,69,2011,11,4,Terrible Love,40,283880,11,1,Birdy,3720045,71
3906,0.568,0.495,1.0,-8.964,1.0,0.0299,0.353,0.0,0.0839,0.303,128.234,4.0,Daydream,album,12,73,1995,10,3,One Sweet Day,66,281066,3,1,Mariah Carey,10777706,87
3907,0.608,0.614,2.0,-3.727,1.0,0.0285,0.227,4.06e-06,0.157,0.402,127.884,4.0,Nothing but the Beat (Ultimate Edition),album,29,80,2012,12,7,Without You (feat. Usher),69,208133,4,1,David Guetta,26562901,90
3908,0.844,0.754,6.0,-5.46,1.0,0.207,0.00833,3.42e-06,0.0575,0.961,100.002,4.0,This Is Me...Then,album,12,56,2002,11,19,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,57,187840,7,1,Jennifer Lopez,13354430,77
3909,0.631,0.664,6.0,-9.197,1.0,0.0242,0.0498,0.00042,0.0696,0.407,100.618,4.0,Saints & Sinners,album,12,55,2000,8,16,Pure Shores,60,268746,1,1,All Saints,565156,57
3910,0.536,0.355,2.0,-8.61,1.0,0.0259,0.733,1.22e-05,0.138,0.22,139.888,4.0,The Search for Everything,album,12,68,2017,4,14,Never on the Day You Leave,45,220866,9,1,John Mayer,6100034,78
3911,0.725,0.874,0.0,-3.715,0.0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,4.0,18 Months,album,15,80,2012,10,29,Thinking About You (feat. Ayah Marar),63,247933,15,1,Calvin Harris,22977270,86
3912,0.6,0.688,5.0,-8.339,0.0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,4.0,Nevermind,single,1,68,2017,6,30,Nevermind,73,156600,1,1,Dennis Lloyd,691596,65
3913,0.748,0.603,1.0,-12.044,1.0,0.043,0.15,0.000261,0.0269,0.827,108.831,4.0,Back To Front,compilation,16,70,1992,1,1,All Night Long (All Night) - Single Version,69,258665,4,1,Lionel Richie,3951074,71
3914,0.765,0.441,9.0,-9.754,0.0,0.0698,0.299,0.0,0.07,0.884,162.946,4.0,Awake Is the New Sleep (10th Anniversary Edition),album,22,30,2005,2,22,Gamble Everything for Love,35,201560,2,1,Ben Lee,62766,45
3915,0.48,0.529,6.0,-7.825,1.0,0.0275,0.17,4.27e-06,0.257,0.469,81.527,4.0,No End in Sight: The Very Best of Foreigner,compilation,32,56,2008,7,8,I Want to Know What Love Is - 2008 Remaster,58,301106,17,1,Foreigner,3394746,73
3916,0.65,0.371,0.0,-13.623,0.0,0.026,0.457,0.0116,0.102,0.561,102.583,4.0,Woodface,album,14,67,1991,6,24,Fall At Your Feet,61,198800,3,1,Crowded House,909374,71
3917,0.496,0.453,8.0,-8.283,1.0,0.0377,0.362,0.000372,0.108,0.221,81.762,4.0,R.E.D. (Deluxe Edition),album,17,61,2012,1,1,Carry On (Her Letter To Him),26,236960,10,1,Ne-Yo,9373187,82
3918,0.606,0.942,2.0,-3.618,1.0,0.0357,0.000233,7.07e-06,0.106,0.373,110.98,4.0,Danger Days: The True Lives of the Fabulous Killjoys,album,15,69,2010,11,5,SING,57,270386,4,1,My Chemical Romance,9210565,81
3919,0.715,0.715,5.0,-7.364,1.0,0.0902,0.0526,0.0,0.0936,0.507,134.922,4.0,Chaos And The Calm,album,12,69,2015,3,20,Hold Back The River,68,238746,2,1,James Bay,4047981,72
3920,0.482,0.59,1.0,-6.399,1.0,0.0485,0.202,2.48e-05,0.0592,0.27,89.354,4.0,Bloodstream,single,1,37,2015,2,27,Bloodstream,42,308876,1,1,Ed Sheeran,117871001,90
3921,0.654,0.784,8.0,-6.389,0.0,0.181,0.21,0.0,0.0666,0.603,94.877,4.0,No.6 Collaborations Project,album,15,42,2019,7,12,Cross Me (feat. Chance the Rapper & PnB Rock),33,204833,3,1,Ed Sheeran,117871001,90
3922,0.433,0.724,5.0,-6.126,0.0,0.0372,0.1,0.0,0.0918,0.689,174.006,4.0,Lost on You,album,13,5,2017,5,5,Lost on You,7,268105,3,1,LP,2731982,67
3923,0.82,0.838,6.0,-8.588,1.0,0.057,0.00271,0.149,0.0532,0.654,122.023,4.0,Vertigo,album,13,52,2000,2,22,I See You Baby (feat. Gramma Funk),32,281066,7,1,Groove Armada,697857,58
3924,0.74,0.845,6.0,-3.802,0.0,0.0338,0.00287,6.23e-06,0.115,0.749,126.607,4.0,Angels With Dirty Faces,album,11,53,2002,1,1,Round Round,56,236426,3,1,Sugababes,708682,60
3925,0.395,0.456,7.0,-5.358,1.0,0.0456,0.432,0.0,0.108,0.0608,103.85,4.0,Ella Mai,album,16,71,2018,10,12,Everything (feat. John Legend),51,181644,9,1,Ella Mai,5730177,72
3928,0.603,0.932,0.0,-4.912,1.0,0.313,0.161,0.0,0.402,0.741,129.984,4.0,Throw Your Hands Up (Dancar Kuduro),single,1,36,2011,1,1,Throw Your Hands Up (Dancar Kuduro),41,209908,1,1,Qwote,8615,39
3929,0.582,0.606,6.0,-9.961,1.0,0.0289,0.124,0.00139,0.151,0.504,111.441,5.0,Heartbeat City,album,10,60,1984,3,13,Drive,63,234493,4,1,The Cars,1907930,67
3930,0.763,0.782,7.0,-4.541,0.0,0.0346,0.182,7.08e-06,0.293,0.502,127.034,4.0,Where Did You Go (feat. MNEK),single,1,65,2022,2,4,Where Did You Go? (feat. MNEK),70,177689,1,1,Jax Jones,1210256,72
3931,0.813,0.619,7.0,-8.203,1.0,0.0294,0.245,0.0151,0.113,0.774,114.58,4.0,R&B: From Doo-Wop To Hip-Hop,compilation,39,65,1999,10,8,Everyday People,49,139506,9,1,Sly & The Family Stone,1035786,57
3934,0.73,0.729,4.0,-3.434,0.0,0.0886,0.167,1.39e-06,0.349,0.467,113.012,4.0,Break My Heart,single,1,53,2020,3,25,Break My Heart,58,221820,1,1,Dua Lipa,45201667,88
3935,0.448,0.677,5.0,-8.99,1.0,0.0302,0.000361,0.0,0.334,0.663,138.2,4.0,The Yearning,album,14,32,1993,2,19,Happy Birthday Helen,36,228666,3,1,Things Of Stone and Wood,6313,26
3936,0.664,0.708,8.0,-4.154,1.0,0.0474,0.0337,0.0,0.0841,0.742,103.07,4.0,"Let Me Go (with Alesso, Florida Georgia Line & watt)",single,1,64,2017,9,8,"Let Me Go (with Alesso, Florida Georgia Line & watt)",70,174800,1,1,Hailee Steinfeld,8826696,69
3937,0.573,0.929,8.0,-3.942,0.0,0.109,0.197,0.000112,0.0567,0.582,127.934,4.0,18 Months,album,15,80,2012,10,29,Sweet Nothing (feat. Florence Welch),72,212560,10,1,Calvin Harris,22977270,86
3938,0.671,0.818,8.0,-3.977,1.0,0.0699,0.218,0.0,0.0995,0.524,154.083,4.0,Get 'Em Girls,album,25,36,2011,8,15,What Happened to Us (feat. Jay Sean),26,200853,10,1,Jessica Mauboy,284300,50
3939,0.631,0.804,7.0,-5.492,1.0,0.166,0.00589,0.00116,0.16,0.671,79.898,4.0,Electriclarryland,album,13,56,1996,1,1,Pepper,61,297266,3,1,Butthole Surfers,385629,52
3940,0.512,0.165,8.0,-12.401,1.0,0.0261,0.526,0.0,0.161,0.332,81.059,4.0,Angel of the Morning,album,17,24,2017,11,10,Angel of the Morning,29,188207,1,1,Merrilee Rush,2346,18
3941,0.724,0.538,0.0,-8.041,1.0,0.0381,0.0408,0.0139,0.0343,0.282,108.945,4.0,Uptown Special,album,11,77,2015,1,12,Daffodils (feat. Kevin Parker),48,298133,6,1,Mark Ronson,1157037,77
3942,0.553,0.415,7.0,-6.595,1.0,0.0279,0.123,0.0,0.0965,0.26,130.111,4.0,Twenty Ten,album,30,50,2010,11,19,Angels Brought Me Here,44,240093,6,1,Guy Sebastian,546186,58
3943,0.807,0.75,2.0,-8.29,1.0,0.0315,0.0346,0.000179,0.149,0.797,106.389,4.0,C.M.B.,album,12,55,1991,7,23,All 4 Love,51,211493,2,1,Color Me Badd,544123,51
3944,0.581,0.609,10.0,-5.6,0.0,0.0357,0.00366,0.000147,0.13,0.312,114.048,4.0,Confident (Deluxe Edition),album,15,36,2015,1,1,Cool for the Summer,41,214739,2,1,Demi Lovato,26879476,78
3945,0.73,0.717,2.0,-3.983,1.0,0.0873,0.177,3.85e-06,0.0628,0.703,122.713,4.0,Tea & Sympathy,album,14,56,2005,1,1,Wish You Well,56,151133,2,1,Bernard Fanning,156788,49
3946,0.457,0.904,2.0,-5.303,1.0,0.0747,0.000239,0.0879,0.396,0.48,141.038,4.0,Back In Black,album,10,83,1980,7,25,Shoot to Thrill,71,317426,2,1,AC/DC,30053856,83
3947,0.552,0.76,0.0,-4.706,1.0,0.342,0.0733,0.0,0.0865,0.639,135.702,5.0,No Brainer,single,1,54,2018,7,27,No Brainer,59,260000,1,1,DJ Khaled,11795361,76
